;cpuFamily;cpuModel;ramSize;ramType;gpuModel;hdd1Type;hdd1Size;hdd2Type;hdd2Size;price;vfm;mark;TDP
730;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1399,0;8,864188706218728;12401;45
731;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;128 GB;HDD;1000 GB;1399,0;9,634739099356683;13479;45
733;Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;HDD;1000 GB;1399,0;8,864188706218728;12401;45
734;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1399,0;9,634739099356683;13479;45
735;Core i7;8750H;12 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1399,0;8,864188706218728;12401;45
737;Core i7;8750H;8 GB;DDR4;Quadro P600;SSD;256 GB;-;-;1399,0;8,864188706218728;12401;45
739;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;SSD;512 GB;1399,0;6,364546104360257;8904;15
740;Core i5;9300H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1399,0;6,974982130092924;9758;45
741;Core i7;7700HQ;8 GB;DDR4;Quadro M620;SSD;256 GB;-;-;1399,0;6,26590421729807;8766;45
742;Core i5;10210U;8 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1399,0;6,508220157255182;9105;15
743;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;HDD;1000 GB;1399,0;8,864188706218728;12401;45
744;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1399,0;9,634739099356683;13479;45
745;Core i7;9750H;8 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1399,01;9,634670231091986;13479;45
746;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1399,9;6,360454318165583;8904;15
748;Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;512 GB;-;-;1402,07;8,844779504589642;12401;45
749;Core i5;7300U;16 GB;DDR4;HD Graphics 620;SSD;512 GB;-;-;1402,28;3,6804347205978836;5161;15
750;Core i7;8850H;8 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1403,99;9,248641372089544;12985;45
751;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;1409,0;6,319375443577005;8904;15
752;Core i7;8665U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1414,0;6,353606789250354;8984;15
753;Core i5;8265U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1414,0;5,642149929278642;7978;15
754;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1417,0;6,283697953422724;8904;15
755;Core i7;8550U;8 GB;DDR4;Radeon Pro WX 3100;SSD;256 GB;-;-;1419,0;5,8111346018322765;8246;15
756;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1419,61;8,735497777558626;12401;45
759;Core i5;8300H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1422,31;6,6546674072459595;9465;45
760;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1424,0;6,252808988764045;8904;15
761;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1425,0;5,786666666666667;8246;15
762;Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1426,0;6,300140252454418;8984;15
764;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1428,0;5,357843137254902;7651;15
766;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1429,0;9,432470258922324;13479;45
768;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1429,0;9,432470258922324;13479;45
770;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1430,9;8,666573485219093;12401;45
771;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1433,0;5,567341242149337;7978;15
773;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;2000 GB;1439,0;9,36692147324531;13479;45
774;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1439,0;8,617790132036136;12401;45
775;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1439,0;9,36692147324531;13479;45
776;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1439,0;9,36692147324531;13479;45
777;Core i7;9750H;8 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1445,05;9,327704923705062;13479;45
778;Core i5;8300H;8 GB;DDR4;Quadro P600;SSD;256 GB;-;-;1447,0;6,541119557705597;9465;45
779;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1449,0;9,302277432712215;13479;45
780;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1449,0;9,302277432712215;13479;45
781;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1449,0;8,55831608005521;12401;45
782;Core i7;8850H;16 GB;DDR4;GeForce MX130;SSD;256 GB;-;-;1449,0;8,96135265700483;12985;45
783;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1449,0;5,5058661145617664;7978;15
784;Core i7;8565U;8 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1449,0;6,144927536231884;8904;15
785;Core i5;8365U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1452,0;5,7837465564738295;8398;15
787;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1459,0;8,49965729952022;12401;45
788;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1467,9;8,448123169153211;12401;45
789;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1469,0;9,17562968005446;13479;45
790;Core i7;9750H;8 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1469,99;9,169450132313825;13479;45
791;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1475,0;6,036610169491525;8904;15
792;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;HDD;1000 GB;1478,01;9,119694724663567;13479;45
793;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;HDD;1000 GB;1478,5;8,387554954345621;12401;45
794;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1479,0;9,113590263691684;13479;45
795;Core i7;8565U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1479,0;6,020283975659229;8904;15
796;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1479,0;8,38471940500338;12401;45
797;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1479,0;9,113590263691684;13479;45
798;Core i7;7700HQ;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1485,0;5,903030303030303;8766;45
799;Core i7;8565U;16 GB;DDR4;Radeon RX 550;SSD;512 GB;-;-;1487,18;5,9871703492516035;8904;15
800;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1489,0;9,052384150436534;13479;45
801;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;-;-;1489,0;9,052384150436534;13479;45
802;Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;-;-;1489,99;8,322874650165437;12401;45
803;Core i7;9750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;HDD;1000 GB;1490,0;9,046308724832215;13479;45
804;Core i5;8350U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1490,0;5,4630872483221475;8140;15
805;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;Hybrid;1000 GB;1491,8;8,312776511596729;12401;45
806;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;128 GB;HDD;1000 GB;1494,0;9,022088353413654;13479;45
807;Core i7;8550U;16 GB;DDR4;Radeon Pro WX 3100;SSD;512 GB;SSD;-;1495,0;5,51571906354515;8246;15
808;Core i7;9750H;12 GB;DDR4;GeForce GTX 1650;SSD;128 GB;HDD;1000 GB;1497,0;9,004008016032063;13479;45
809;Core i5;7200U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1497,99;3,0460817495443893;4563;15
810;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1499,0;8,272848565710474;12401;45
812;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1499,0;8,99199466310874;13479;45
813;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;256 GB;HDD;1000 GB;1499,0;8,99199466310874;13479;45
814;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;HDD;1000 GB;1499,0;8,99199466310874;13479;45
817;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1499,0;5,322214809873249;7978;15
819;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1499,0;5,322214809873249;7978;15
820;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1499,0;5,322214809873249;7978;15
821;Core i7;8650U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1499,0;5,801200800533689;8696;15
822;Core i7;8665U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1507,0;5,96151293961513;8984;15
823;Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1513,0;5,937871777924653;8984;15
824;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1525,99;5,228081442211286;7978;15
825;Core i7;8550U;8 GB;DDR4;HD Graphics 620;SSD;256 GB;-;-;1528,0;5,396596858638744;8246;15
826;Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1529,0;5,87573577501635;8984;15
827;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1529,0;8,815565729234795;13479;45
828;Core i5;8300H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;-;-;1529,0;6,190320470896011;9465;45
829;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1534,0;5,375488917861799;8246;15
830;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;512 GB;HDD;1000 GB;1539,0;8,057829759584145;12401;45
832;Core i7;8565U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1549,0;5,748224661071659;8904;15
833;Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1549,0;8,701743060038735;13479;45
834;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1549,0;5,748224661071659;8904;15
836;Core i5;8265U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1549,99;5,147129981483752;7978;15
837;Core i7;8550U;8 GB;DDR4;Radeon Pro WX 3100;SSD;256 GB;-;-;1555,0;5,302893890675241;8246;15
838;Core i5;8350U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1557,0;5,228002569043031;8140;15
839;Core i7;7700HQ;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1559,0;5,622835150737652;8766;45
840;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;128 GB;HDD;1000 GB;1559,0;8,645926876202694;13479;45
842;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;2000 GB;1564,0;7,929028132992327;12401;45
843;Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;1565,0;8,612779552715654;13479;45
845;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1569,99;8,585405002579634;13479;45
846;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1571,0;5,667727562062381;8904;15
847;Core i5;8365U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1573,0;5,338842975206612;8398;15
848;Core i7;7700HQ;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1574,0;5,569250317662008;8766;45
849;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1576,0;4,854695431472082;7651;15
850;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1577,0;4,851616994292962;7651;15
851;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1579,0;5,222292590246992;8246;15
853;Core i7;7820HQ;8 GB;DDR4;Quadro M620;SSD;256 GB;-;-;1579,0;5,8549715009499685;9245;45
854;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1579,0;5,222292590246992;8246;15
855;Core i7;9750H;8 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1579,0;8,53641545281824;13479;45
856;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1582,0;5,628318584070796;8904;15
857;Core i7;9850H;16 GB;DDR4;UHD Graphics 630;SSD;512 GB;-;-;1583,0;8,891977258370183;14076;45
858;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1587,0;8,493383742911153;13479;45
859;Core i5;8350U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1587,0;5,129174543163201;8140;15
860;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1589,0;5,60352422907489;8904;15
861;Core i5;8365U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1592,0;5,275125628140704;8398;15
862;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1594,0;5,005018820577164;7978;15
866;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1599,0;8,429643527204503;13479;45
868;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660Ti;SSD;256 GB;HDD;1000 GB;1599,0;8,429643527204503;13479;45
871;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1599,0;5,568480300187617;8904;15
873;Core i7;8850H;16 GB;DDR4;UHD Graphics 630;SSD;512 GB;-;-;1629,2;7,970169408298551;12985;45
874;Core i7;7700HQ;8 GB;DDR4;Quadro M1200;SSD;256 GB;-;-;1629,95;5,3780790821804345;8766;45
875;Core i7;7500U;16 GB;DDR4;HD Graphics 620;SSD;512 GB;-;-;1638,0;3,128205128205128;5124;15
876;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;128 GB;HDD;1000 GB;1638,0;7,570818070818071;12401;45
877;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;1639,0;8,22391702257474;13479;45
880;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1649,0;8,174044875682231;13479;45
881;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;512 GB;-;-;1649,0;7,520315342631898;12401;45
883;Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;1000 GB;-;-;1649,0;5,399636143117041;8904;15
885;Core i7;9750H;8 GB;DDR4;Quadro P620;SSD;256 GB;-;-;1649,0;8,174044875682231;13479;45
886;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;SSD;512 GB;1649,0;8,174044875682231;13479;45
888;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1649,0;4,83808368708308;7978;15
889;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660Ti;SSD;256 GB;HDD;1000 GB;1649,8;8,1700812219663;13479;45
890;Core i7;8750H;16 GB;DDR4;Quadro P600;SSD;512 GB;-;-;1650,0;7,515757575757576;12401;45
891;Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;HDD;1000 GB;1658,0;7,479493365500603;12401;45
892;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;HDD;1000 GB;1659,0;8,124773960216999;13479;45
893;Core i7;8665U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1659,0;5,415310427968656;8984;15
895;Core i7;8565U;8 GB;DDR4;Radeon Pro WX2100;SSD;256 GB;-;-;1669,0;5,334931096464949;8904;15
896;Core i7;9850H;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;1673,0;8,413628212791393;14076;45
897;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1673,0;4,768679019725045;7978;15
898;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1677,0;4,91711389385808;8246;15
899;Core i7;7500U;16 GB;DDR4;HD Graphics 620;SSD;512 GB;-;-;1680,0;3,05;5124;15
901;Core i7;8565U;8 GB;DDR4;Radeon Pro WX2100;SSD;512 GB;-;-;1689,0;5,271758436944938;8904;15
903;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;128 GB;HDD;1000 GB;1689,0;7,3422143280047365;12401;45
906;Core i7;10510U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1697,0;5,6181496758986444;9534;15
909;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1699,0;7,298999411418482;12401;45
911;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;1699,0;7,933490288404944;13479;45
912;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1699,0;7,933490288404944;13479;45
913;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1699,0;7,933490288404944;13479;45
914;Core i7;8750H;8 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;1699,0;7,298999411418482;12401;45
915;Core i7;8550U;12 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1699,0;4,853443201883461;8246;15
916;Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1699,0;7,298999411418482;12401;45
917;Core i7;8650U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1707,95;5,09148394273837;8696;15
918;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;1729,0;7,795835743204164;13479;45
919;Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;1734,0;5,134948096885813;8904;15
920;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;1739,0;7,131109833237493;12401;45
921;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1739,0;7,131109833237493;12401;45
922;Core i5;8265U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1747,99;4,5640993369527285;7978;15
924;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;HDD;1000 GB;1749,0;7,7066895368782165;13479;45
925;Core i7;8565U;16 GB;DDR4;GeForce GTX 1050;SSD;512 GB;-;-;1749,0;5,090909090909091;8904;15
926;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;1749,0;7,7066895368782165;13479;45
927;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1749,0;4,714694110920526;8246;15
928;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1749,0;5,090909090909091;8904;15
929;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1749,0;7,7066895368782165;13479;45
931;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1750,0;4,712;8246;15
932;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1752,0;4,70662100456621;8246;15
934;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1759,01;4,687864196337713;8246;15
935;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1768,0;7,014140271493213;12401;45
936;Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;8 GB;1768,0;5,036199095022624;8904;15
937;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1769,0;7,619559072922555;13479;45
938;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1775,0;4,645633802816901;8246;15
939;Core i5;1035G7;8 GB;DDR4;Iris Plus Graphics;SSD;256 GB;-;-;1779,0;5,315345699831366;9456;15
940;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;1779,0;7,57672849915683;13479;45
941;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;Hybrid;1000 GB;1779,0;6,970770095559303;12401;45
942;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;1782,0;6,959034792368126;12401;45
944;Core i5;8400H;16 GB;DDR4;GeForce GTX 1050;SSD;256 GB;SSD;16 GB;1788,0;5,821029082774049;10408;45
945;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1789,0;6,931805477920626;12401;45
946;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1792,0;7,521763392857143;13479;45
947;Core i7;8650U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1798,0;4,8364849833147945;8696;15
948;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660Ti;SSD;512 GB;-;-;1799,0;7,492495831017232;13479;45
949;Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;SSD;32 GB;1799,0;4,9494163424124515;8904;15
950;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;1799,0;4,583657587548638;8246;15
953;Core i7;8565U;16 GB;DDR4;GeForce GTX 1050;SSD;512 GB;-;-;1799,0;4,9494163424124515;8904;15
954;Core i5;8305G;8 GB;DDR4;Radeon RX Vega 870;SSD;256 GB;-;-;1799,0;4,973318510283491;8947;65
956;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1799,0;4,583657587548638;8246;15
957;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;Hybrid;1000 GB;1799,0;6,893274041133964;12401;45
959;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;1803,0;7,475873544093178;13479;45
960;Core i5;8300H;8 GB;DDR4;GeForce GTX 1050;SSD;128 GB;HDD;1000 GB;1803,99;5,246703141369963;9465;45
961;Core i5;8305G;8 GB;DDR4;Radeon Pro WX Vega M GL;SSD;256 GB;-;-;1809,99;4,943121232713993;8947;65
962;Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1819,0;4,533260032985157;8246;15
964;Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;2000 GB;1829,0;6,780207763805358;12401;45
966;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1848,0;7,2938311688311686;13479;45
967;Core i7;8550U;16 GB;DDR4;Quadro P500;SSD;256 GB;-;-;1848,9;4,459949158959381;8246;15
968;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1849,0;4,8155759870200106;8904;15
970;Core i7;9850H;16 GB;DDR4;UHD Graphics 630;SSD;512 GB;-;-;1849,0;7,612763656030286;14076;45
971;Core i5;9300H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;-;-;1849,0;5,277447268793943;9758;45
973;Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1852,0;4,3077753779697625;7978;15
974;Core i5;8265U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1855,0;4,300808625336927;7978;15
975;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1859,0;7,250672404518558;13479;45
977;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;1860,0;6,667204301075269;12401;45
978;Core i5;8300H;8 GB;DDR4;Radeon RX Vega 870;SSD;128 GB;HDD;1000 GB;1860,0;5,088709677419355;9465;45
979;Core i7;7600U;8 GB;DDR4;Iris Plus Graphics 640;SSD;256 GB;-;-;1867,85;2,735765719945392;5110;15
981;Core i7;8650U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1874,73;4,63853461565132;8696;15
982;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1879,0;7,1734965407131455;13479;45
983;Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;1889,0;7,1355214399152995;13479;45
985;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1897,0;4,033210332103321;7651;15
986;Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1899,0;6,530279094260137;12401;45
987;Core i7;8565U;16 GB;DDR4;GeForce GTX 1050;SSD;512 GB;-;-;1899,0;4,688783570300158;8904;15
989;Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1899,0;6,530279094260137;12401;45
990;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;Hybrid;1000 GB;1899,0;6,530279094260137;12401;45
991;Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;-;-;1899,0;6,530279094260137;12401;45
992;Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1899,0;4,3422854133754605;8246;15
993;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1899,0;4,688783570300158;8904;15
994;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;Hybrid;1008 GB;1899,0;6,530279094260137;12401;45
995;Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1899,9;7,094583925469761;13479;45
996;Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1908,99;4,664246538745619;8904;15
997;Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1911,0;4,003663003663004;7651;15
998;Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;1916,57;6,47041329040943;12401;45
999;Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1922,99;6,44881148627918;12401;45
