cpuFamily;cpuModel;ramSize;ramType;gpuModel;hdd1Type;hdd1Size;hdd2Type;hdd2Size;price
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;Hybrid;1008 GB;2598.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2599.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;8 GB;SSD;8 GB;2599.0
Core i7;9750H;16 GB;DDR4;Quadro T1000;SSD;256 GB;-;-;2599.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;2599.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;2625.0
Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;Hybrid;1008 GB;2629.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;2633.0
Core i7;8850H;16 GB;DDR4;Radeon Pro 560X;SSD;512 GB;-;-;2635.99
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;2638.5
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2649.0
Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;256 GB;-;-;2669.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;-;2679.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2679.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;512 GB;-;-;2695.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;256 GB;HDD;1000 GB;2697.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;2697.99
Core i7;8650U;16 GB;DDR3;UHD Graphics 620;SSD;1000 GB;-;-;2698.6
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2699.0
Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;Hybrid;1008 GB;2699.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2080;SSD;256 GB;HDD;1000 GB;2714.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;8 GB;2719.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;128 GB;Hybrid;1008 GB;2739.0
Core i7;8705G;16 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2755.01
Core i7;9750H;16 GB;-;GeForce RTX 2080;SSD;1000 GB;-;-;2759.99
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2769.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;Hybrid;1008 GB;2789.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;2799.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;HDD;1000 GB;2800.0
Core i7;8850H;16 GB;DDR4;Quadro P3200;SSD;512 GB;HDD;2000 GB;2815.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2831.5
Core i7;8950HK;16 GB;DDR4;Quadro P2000;SSD;256 GB;-;-;2844.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1008 GB;2849.0
Core i7;8550U;16 GB;DDR3;UHD Graphics 620;SSD;1000 GB;-;-;2882.0
Core i7;9850H;16 GB;DDR4;Quadro T1000;SSD;512 GB;-;-;2889.0
Core i7;8700;8 GB;DDR4;GeForce RTX 2070;SSD;128 GB;Hybrid;1008 GB;2899.0
Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;2899.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;2949.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;-;2949.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;HDD;1000 GB;2954.99
Core i7;8705G;16 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2985.78
Core i7;-;16 GB;DDR3;Radeon Pro 560;SSD;512 GB;-;-;2990.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2997.0
Core i7;8700;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;Hybrid;1008 GB;3050.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;Hybrid;1008 GB;3099.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;HDD;1000 GB;3099.31
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;3159.0
Core i7;7700HQ;8 GB;DDR4;Quadro M2200;SSD;256 GB;-;-;3177.28
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;3179.0
Core i7;7700HQ;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;3190.2
Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;-;-;3219.0
Core i7;8700;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;3247.99
